,index,agency_cd,site_no,station_nm,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,parameter_code
12072,1222,USGS,07177500,"Bird Creek near Sperry, OK",36.27842534,-95.95416200,F,NAD83,00045
12073,1223,USGS,07185000,"Neosho River near Commerce, OK",36.92868144,-94.95745740,F,NAD83,00045
12074,1224,USGS,07185095,"Tar Creek at 22nd Street Bridge at Miami, OK",36.90006955,-94.86828780,F,NAD83,00045
12075,1225,USGS,07185765,"Spring River at Carthage, MO",37.18863889,-94.32591670,5,NAD83,00045
12076,1226,USGS,07188000,"Spring River near Quapaw, OK",36.93451148,-94.74717110,F,NAD83,00045
12077,1227,USGS,07188653,"Big Sugar Creek near Powell, MO",36.61586110,-94.18222220,5,NAD83,00045
12078,1228,USGS,07188838,"Little Sugar Creek near Pineville, MO",36.58396200,-94.37326930,S,NAD83,00045
12079,1229,USGS,07188885,"Indian Creek near Lanagan, MO",36.59927778,-94.44963890,5,NAD83,00045
12080,1230,USGS,07189000,"Elk River near Tiff City, Mo",36.63146127,-94.58688860,F,NAD83,00045
12081,1231,USGS,07190500,"Neosho River near Langley, OK",36.43897420,-95.04857300,S,NAD83,00045
12082,1232,USGS,07191160,"Spavinaw Creek near Maysville, AR",36.36452259,-94.55132990,F,NAD83,00045
12083,1233,USGS,07191179,"Spavinaw Creek near Cherokee City, AR",36.34202350,-94.58772000,F,NAD83,00045
12084,1234,USGS,07191220,"Spavinaw Creek near Sycamore, OK",36.33472220,-94.64138890,F,NAD83,00045
12085,1235,USGS,071912213,"Spavinaw Creek near Colcord, OK",36.32258080,-94.68522380,S,NAD83,00045
12086,1236,USGS,07191265,"Brush Ck at Brush Ck Rd. nr Jay, OK",36.40533330,-94.79556110,5,NAD83,00045
12087,1237,USGS,07191285,"Lake Eucha near Eucha, OK",36.37508438,-94.93523430,F,NAD83,00045
12088,1238,USGS,07191300,"Spavinaw Lake at Spavinaw, OK",36.38314228,-95.04801650,S,NAD83,00045
12089,1239,USGS,07191400,"Lake Hudson near Locust Grove, OK",36.23009344,-95.18218540,F,NAD83,00045
12090,1240,USGS,071948095,"Mud Creek near Johnson, AR",36.12280830,-94.16256110,1,NAD83,00045
12091,1241,USGS,07194880,"Osage Creek near Cave Springs, AR",36.28146620,-94.22798380,S,NAD83,00045
12092,1242,USGS,07194906,"Spring Creek at Sanders Ave at Springdale, AR",36.19566667,-94.13588890,S,NAD83,00045
12093,1243,USGS,07195400,Illinois River at Hwy. 16 near Siloam Springs AR,36.14472220,-94.49472220,1,NAD83,00045
12094,1244,USGS,07195500,"Illinois River near Watts, OK",36.13008185,-94.57216450,F,NAD83,00045
12095,1245,USGS,07195855,"Flint Creek near West Siloam Springs, OK",36.21611110,-94.60527780,T,NAD83,00045
12096,1246,USGS,07196000,"Flint Creek near Kansas, OK",36.18647245,-94.70689130,F,NAD83,00045
12097,1247,USGS,07196090,"Illinois River at Chewey, OK",36.10425270,-94.78272830,U,NAD83,00045
12098,1248,USGS,07196500,"Illinois River near Tahlequah, OK",35.92554720,-94.92170280,S,NAD83,00045
12099,1249,USGS,07196900,"Baron Fork at Dutch Mills, AR",35.88000000,-94.48638890,T,NAD83,00045
12100,1250,USGS,07197000,"Baron Fork at Eldon, OK",35.92162220,-94.83724720,S,NAD83,00045
12101,1251,USGS,07197360,"Caney Creek near Barber, OK",35.78509060,-94.85633980,F,NAD83,00045
12102,1252,USGS,07198000,"Illinois River near Gore, OK",35.57315110,-95.06884580,S,NAD83,00045
12103,1253,USGS,07214470,"SIERRA DITCH NEAR CHACON, NM",36.18333330,-105.40638890,S,NAD83,00045
12104,1254,USGS,07214680,"LA SIERRA DITCH NEAR HOLMAN, NM",36.05026667,-105.45457500,S,NAD83,00045
12105,1255,USGS,07227420,"Cramer Ck at US Hwy 54 nr Dalhart, TX",35.75125000,-102.89316670,S,NAD83,00045
12106,1256,USGS,07231500,"Canadian River at Calvin, OK",34.97786698,-96.24361720,S,NAD83,00045
12107,1257,USGS,07232470,"Beaver River near Goodwell, OK",36.70585830,-101.63682740,S,NAD83,00045
12108,1258,USGS,07233550,"Palo Duro Res nr Spearman, TX",36.36144167,-101.16401670,5,NAD83,00045
12109,1259,USGS,07234000,"Beaver River at Beaver, OK",36.82224819,-100.51931580,S,NAD83,00045
12110,1260,USGS,07235000,"Wolf Ck at Lipscomb, TX",36.23864885,-100.27568890,F,NAD83,00045
12111,1261,USGS,07235600,"Wolf Creek nr Gage, OK",36.32666667,-99.76111110,S,NAD83,00045
12112,1262,USGS,07237500,"North Canadian River at Woodward, OK",36.43670336,-99.27843830,F,NAD83,00045
12113,1263,USGS,07239300,"North Canadian River blw Weavers Ck nr Watonga, OK",35.81198860,-98.42090530,F,NAD83,00045
12114,1264,USGS,07241000,"North Canadian River blw Lk Overholser nr OKC, OK",35.47866848,-97.66337520,S,NAD83,00045
12115,1265,USGS,07241588,"Wes Watkins Reservoir near McLoud, OK",35.40194444,-97.09888890,S,NAD83,00045
12116,1266,USGS,07241600,"Shawnee Reservoir at Shawnee, OK",35.34729080,-97.06280340,U,NAD83,00045
12117,1267,USGS,07242000,"North Canadian River near Wetumka, OK",35.26564540,-96.20611670,S,NAD83,00045
12118,1268,USGS,07243500,"Deep Fork near Beggs, OK",35.67398760,-96.06860770,U,NAD83,00045
12119,1269,USGS,07245000,"Canadian River near Whitefield, OK",35.26231927,-95.23718910,U,NAD83,00045
12120,1270,USGS,07247500,"Fourche Maline near Red Oak, OK",34.91259909,-95.15579850,S,NAD83,00045
12121,1271,USGS,07249413,"Poteau River near Panama, OK",35.16565268,-94.65300160,S,NAD83,00045
12122,1272,USGS,07249800,"Lee Creek at Short, OK",35.56583330,-94.53194440,S,NAD83,00045
12123,1273,USGS,07249985,"Lee Creek near Short, OK",35.51722220,-94.46416670,T,NAD83,00045
12124,1274,USGS,07250085,"Lee Creek at Lee Creek Reservoir near Van Buren,AR",35.48444444,-94.39277780,T,NAD83,00045
12125,1275,USGS,07250550,"AR River at James W. Trimble L&D nr Van Buren, AR",35.34888889,-94.29833330,S,NAD83,00045
12126,1276,USGS,07250935,"Jones Creek at Winfrey, AR",35.73583330,-94.10305560,S,NAD83,00045
12127,1277,USGS,07250965,"Frog Bayou at Winfrey, AR",35.72222220,-94.11361110,S,NAD83,00045
12128,1278,USGS,07250974,"Jack Creek near Winfrey, AR",35.70444444,-94.09166670,S,NAD83,00045
12129,1279,USGS,07251500,"Frog Bayou at Rudy, AR",35.52583330,-94.27138890,T,NAD83,00045
12130,1280,USGS,07252000,"Mulberry River near Mulberry, AR",35.57694444,-94.01527780,T,NAD83,00045
12131,1281,USGS,07256500,"Spadra Creek at Clarksville, AR",35.46833330,-93.46305560,T,NAD83,00045
12132,1282,USGS,07257006,"Big Piney Creek at Highway 164 near Dover, AR",35.50583330,-93.18138890,1,NAD83,00045
12133,1283,USGS,07257200,"Little Piney Creek near Lamar, AR",35.45000000,-93.33805560,1,NAD83,00045
12134,1284,USGS,07257500,"Illinois Bayou near Scottsville, AR",35.46638889,-93.04111110,T,NAD83,00045
12135,1285,USGS,07257693,"Huckleberry Creek nr Augsburg, AR",35.39305556,-93.22055560,S,NAD83,00045
12136,1286,USGS,07258500,"Petit Jean River near Booneville, AR",35.10694444,-93.92361110,T,NAD83,00045
12137,1287,USGS,07260500,"Petit Jean River at Danville, AR",35.05861110,-93.39555560,M,NAD83,00045
12138,1288,USGS,07260640,"Petit Jean River near Centerville, AR",35.07416667,-93.20000000,1,NAD83,00045
12139,1289,USGS,07260800,"Arkansas River near Morrilton, AR",35.12694444,-92.73166670,1,NAD83,00045
12140,1290,USGS,07261000,"Cadron Creek near Guy, AR",35.29861110,-92.40388890,T,NAD83,00045
12141,1291,USGS,07261090,"Cypress Creek nr Birdtown, AR",35.27083330,-92.63027780,M,NAD83,00045
12142,1292,USGS,07261500,"Fourche LaFave River Near Gravelly, AR",34.87250000,-93.65722220,M,NAD83,00045
12143,1293,USGS,07263000,"South Fourche LaFave River near Hollis, AR",34.91194444,-93.05611110,T,NAD83,00045
12144,1294,USGS,07263012,"Fourche LaFave River near Aplin, AR",34.95666667,-92.98500000,T,NAD83,00045
12145,1295,USGS,07263265,"Lake Conway near Mayflower, AR",34.96965556,-92.40328890,U,NAD83,00045
12146,1296,USGS,07263295,"Maumelle River at Williams Junction, AR",34.87611110,-92.77444440,S,NAD83,00045
12147,1297,USGS,072632962,"Bringle Creek at Martindale, AR",34.88111110,-92.68111110,S,NAD83,00045
12148,1298,USGS,072632966,"Lake Maumelle at State Hwy 10 near Wye, AR",34.87527778,-92.65388890,M,NAD83,00045
12149,1299,USGS,072632968,"Lk Maumelle at Mouth of Pigeon Roost Cr nr Wye, AR",34.87388889,-92.63388890,S,NAD83,00045
12150,1300,USGS,07263300,"Maumelle River at Maumelle Dam at Natural Steps,AR",34.86305556,-92.48527780,S,NAD83,00045
12151,1301,USGS,07263450,"Arkansas River at Murray Dam near Little Rock, AR",34.79305556,-92.35833330,T,NAD83,00045
12152,1302,USGS,07263555,"Fourche Creek at Univ. Avenue at Little Rock, AR",34.70694444,-92.34444440,S,NAD83,00045
12153,1303,USGS,07263580,"Rock Creek at 36th Street at Little Rock, AR",34.72416667,-92.35888890,T,NAD83,00045
12154,1304,USGS,07263708,"Mound Lake at Toltec Mounds State Park, AR",34.64605556,-92.06789170,U,NAD83,00045
12155,1305,USGS,07263877,"Temple Island HW/TW near Humphrey, AR",34.37680556,-91.71080560,S,NAD83,00045
12156,1306,USGS,07263878,"Salt Bayou Ditch nr Humphrey, AR",34.39472220,-91.72027780,S,NAD83,00045
12157,1307,USGS,07263880,"Government Cyprus HW/TW near New Gascony, AR",34.28247220,-91.68430560,S,NAD83,00045
12158,1308,USGS,072638805,"Fish Lake Ditch near Altheimer, AR",34.26116389,-91.69908330,1,NAD83,00045
12159,1309,USGS,07263881,"Upper Vallier HW/TW near Lodge Corner, AR",34.27675000,-91.64438890,S,NAD83,00045
12160,1310,USGS,07263882,"Lower Vallier(LitBayMeto)HW/TW nr Lodge Corner,AR",34.25158330,-91.63569440,S,NAD83,00045
12161,1311,USGS,07263883,"Lwr Vallier(FiveFrksBayou)HW/TW ne New Gascony, AR",34.24897220,-91.66011110,S,NAD83,00045
12162,1312,USGS,07263884,"Lwr Vallier(LgPondSlough)HW/TW nr New Gascony, AR",34.24627778,-91.66930560,S,NAD83,00045
12163,1313,USGS,07263885,"Beaver Dam Slough HW near Lodge Corner, AR",34.25159444,-91.63570280,S,NAD83,00045
12164,1314,USGS,07263887,"Canon Brake(nr Bayou Meto)TW nr Bayou Meto, AR",34.21336110,-91.61161110,S,NAD83,00045
12165,1315,USGS,07263888,"Canon Brake HW/TW near Bayou Meto, AR",34.20952778,-91.62719440,S,NAD83,00045
12166,1316,USGS,07265010,"Hurricane Creek near Humphrey, AR",34.35948330,-91.67977220,U,NAD83,00045
12167,1317,USGS,07295450,"Tierra Blanca Ck nr FM 1259 at Hereford, TX",34.81293610,-102.38989720,1,NAD83,00045
12168,1318,USGS,07295500,"Tierra Blanca Ck abv Buffalo Lk nr Umbarger, TX",34.84867146,-102.17602950,F,NAD83,00045
12169,1319,USGS,07298100,"MacKenzie Res nr Silverton, TX",34.54533960,-101.43822380,F,NAD83,00045
12170,1320,USGS,07298150,"Rock Ck Trib nr Silverton, TX",34.47800556,-101.42996670,1,NAD83,00045
12171,1321,USGS,07298500,"Pr Dog Twn Fk Red Rv nr Brice, TX",34.62783574,-100.94069940,F,NAD83,00045
12172,1322,USGS,07299575,"N Groesbeck Ck Trib nr Kirkland, TX",34.39518610,-100.05624170,1,NAD83,00045
12173,1323,USGS,07299825,"Salt Fk Red Rv Trib at FM 294 nr Goodnight, TX",35.11317778,-101.18676390,1,NAD83,00045
12174,1324,USGS,07301300,"N Fk Red Rv nr Shamrock, TX",35.26421630,-100.24178550,F,NAD83,00045
12175,1325,USGS,07301410,"Sweetwater Ck nr Kelton, TX",35.47310419,-100.12095010,F,NAD83,00045
12176,1326,USGS,07301420,"Sweetwater Creek near Sweetwater, OK",35.42227237,-99.96927720,F,NAD83,00045
12177,1327,USGS,07301481,"North Fork Red River near Sayre, OK",35.28477320,-99.62204060,F,NAD83,00045
12178,1328,USGS,07302500,"Lake Altus at Lugert, OK",34.88561609,-99.29563880,S,NAD83,00045
12179,1329,USGS,07305000,"North Fork Red River near Headrick, OK",34.63812660,-99.10369100,S,NAD83,00045
12180,1330,USGS,07307010,"Otter Creek near Snyder, OK",34.63784918,-98.99868760,S,NAD83,00045
12181,1331,USGS,07311000,"East Cache Creek near Walters, OK",34.36230747,-98.28254680,S,NAD83,00045
12182,1332,USGS,07311415,"Lake Frederick nr Frederick, OK",34.51202177,-98.88673900,R,NAD83,00045
12183,1333,USGS,07311700,"N Wichita Rv nr Truscott, TX",33.82064216,-99.78648220,F,NAD83,00045
12184,1334,USGS,07311800,"S Wichita Rv nr Benjamin, TX",33.64425700,-99.80092520,F,NAD83,00045
12185,1335,USGS,07311900,"Wichita Rv nr Seymour, TX",33.70036966,-99.38869050,F,NAD83,00045
12186,1336,USGS,07312200,"Beaver Ck nr Electra, TX",33.90592785,-98.90506660,F,NAD83,00045
12187,1337,USGS,07312380,"N Fk Buffalo Ck Res nr Iowa Pk, TX",33.98676138,-98.75200750,S,NAD83,00045
12188,1338,USGS,07312920,"Beaver Creek nr Hulen, OK",34.47805556,-98.17750000,S,NAD83,00045
12189,1339,USGS,07313000,"Little Beaver Creek near Duncan, OK",34.49313567,-98.11420680,U,NAD83,00045
12190,1340,USGS,07313585,"Cow Creek nr Addington, OK",34.24500000,-97.97416670,S,NAD83,00045
12191,1341,USGS,07314000,"Lk Kickapoo nr Archer City, TX",33.66315644,-98.77895030,F,NAD83,00045
12192,1342,USGS,07316000,"Red River near Gainesville, TX",33.72788330,-97.16001290,U,NAD83,00045
12193,1343,USGS,07316500,"Washita River near Cheyenne, OK",35.62643705,-99.66843860,F,NAD83,00045
12194,1344,USGS,07324200,"Washita River near Hammon, OK",35.65643696,-99.30620860,U,NAD83,00045
12195,1345,USGS,07324300,"Foss Reservoir near Foss, OK",35.53893787,-99.18620200,F,NAD83,00045
12196,1346,USGS,07324400,"Washita River near Foss, OK",35.53893790,-99.16981280,U,NAD83,00045
12197,1347,USGS,07325000,"Washita River near Clinton, OK",35.53088320,-98.96702960,F,NAD83,00045
12198,1348,USGS,07325500,"Washita River at Carnegie, OK",35.11728108,-98.56395030,S,NAD83,00045
12199,1349,USGS,07325800,"Cobb Creek near Eakly, OK",35.29061110,-98.59423080,S,NAD83,00045
12200,1350,USGS,07325840,"Lake Creek near Sickles, OK",35.39172078,-98.51784180,S,NAD83,00045
12201,1351,USGS,07325860,"Willow Creek near Albert, OK",35.23339066,-98.46617020,U,NAD83,00045
12202,1352,USGS,07326500,"Washita River at Anadarko, OK",35.08422846,-98.24338490,S,NAD83,00045
12203,1353,USGS,07328100,"Washita River at Alex, OK",34.92590298,-97.77392730,S,NAD83,00045
12204,1354,USGS,07329605,"Lake Humphreys near Duncan, OK",34.58444444,-97.88555560,S,NAD83,00045
12205,1355,USGS,07329610,"Lake Fuqua near Duncan, OK",34.59975000,-97.67102780,S,NAD83,00045
12206,1356,USGS,07329700,"Wildhorse Creek near Hoover, OK",34.54147378,-97.24724360,S,NAD83,00045
12207,1357,USGS,07329780,"Honey Creek below Turner Falls near Davis, OK",34.43175520,-97.14724060,F,NAD83,00045
12208,1358,USGS,07331000,"Washita River near Dickson, OK",34.23342725,-96.97584470,S,NAD83,00045
12209,1359,USGS,07331185,"Mill Creek near Sulphur, OK",34.47733610,-96.90578060,U,NAD83,00045
12210,1360,USGS,07331200,"Mill Creek near Mill Creek, OK",34.40509165,-96.86334390,S,NAD83,00045
12211,1361,USGS,07331205,"Mill Cr at Mouth of 3Mile Cr near Mill Cr , OK",34.38883610,-96.84576110,U,NAD83,00045
12212,1362,USGS,07331300,"Pennington Creek near Reagan, OK",34.35133330,-96.71038890,1,NAD83,00045
12213,1363,USGS,07332305,"Blue River West of Fittstown, OK",34.59314520,-96.70611980,F,NAD83,00045
12214,1364,USGS,07332307,"Blue River near Franks, OK",34.57814550,-96.69889710,F,NAD83,00045
12215,1365,USGS,07332348,"Blue River North of Connerville, OK",34.45441944,-96.63563890,U,NAD83,00045
12216,1366,USGS,07332390,"Blue River near Connerville, OK",34.38342600,-96.60055790,U,NAD83,00045
12217,1367,USGS,07332500,"Blue River near Blue, OK",33.99704088,-96.24109850,U,NAD83,00045
12218,1368,USGS,07333900,"McGee Creek Reservoir near Farris, OK",34.31565246,-95.87470420,F,NAD83,00045
12219,1369,USGS,07334428,"Delaware Cr Blw Del Cr Site 9 RSVR nr Bromide, OK",34.40701667,-96.53993060,U,NAD83,00045
12220,1370,USGS,07335300,"Muddy Boggy Creek near Unger, OK",34.02676714,-95.75024790,S,NAD83,00045
12221,1371,USGS,07335500,"Red River at Arthur City, TX",33.87510490,-95.50190230,S,NAD83,00045
12222,1372,USGS,07335790,"Kiamichi River near Clayton, OK",34.57482290,-95.34080250,S,NAD83,00045
12223,1373,USGS,07336200,"Kiamichi River near Antlers, OK",34.24871203,-95.60524750,S,NAD83,00045
12224,1374,USGS,07336820,"Red River near De Kalb, TX",33.68400005,-94.69437740,U,NAD83,00045
12225,1375,USGS,07337000,"Red River at Index, AR",33.55194444,-94.04111110,T,NAD83,00045
12226,1376,USGS,07337900,"Glover River near Glover, OK",34.09760677,-94.90216670,U,NAD83,00045
12227,1377,USGS,07338500,"Little River blw Lukfata Creek, nr Idabel, OK",33.94122094,-94.75854820,U,NAD83,00045
12228,1378,USGS,07338750,"Mountain Fork at Smithville, OK",34.46232620,-94.63522020,S,NAD83,00045
12229,1379,USGS,07339000,"Mountain Fork near Eagletown, OK",34.04177757,-94.61993580,S,NAD83,00045
12230,1380,USGS,07339500,"Rolling Fork near DeQueen, AR",34.04750000,-94.41277780,T,NAD83,00045
12231,1381,USGS,07340000,"Little River near Horatio, AR",33.91944444,-94.38666670,S,NAD83,00045
12232,1382,USGS,07340300,"Cossatot River near Vandervoort, AR",34.38000000,-94.23638890,T,NAD83,00045
12233,1383,USGS,07340500,"Cossatot River near DeQueen, AR",34.04500000,-94.21250000,1,NAD83,00045
12234,1384,USGS,07341000,"Saline River near Dierks, AR",34.09611110,-94.08500000,T,NAD83,00045
12235,1385,USGS,07341500,"Red River at Fulton, AR",33.60734285,-93.81379420,T,NAD83,00045
12236,1386,USGS,07342470,"S Sulphur Rv at SH 11 nr Commerce, TX",33.21930278,-95.86219440,5,NAD83,00045
12237,1387,USGS,07342480,"Middle Sulphur Rv at Commerce, TX",33.26650079,-95.91552170,F,NAD83,00045
12238,1388,USGS,07342495,"Jim L. Chapman Lk nr Cooper, TX",33.33344378,-95.62523480,F,NAD83,00045
12239,1389,USGS,07343000,"N Sulphur Rv nr Cooper, TX",33.47483009,-95.58773470,F,NAD83,00045
12240,1390,USGS,07343200,"Sulphur Rv nr Talco, TX",33.38622330,-95.13244280,S,NAD83,00045
12241,1391,USGS,07343500,"White Oak Ck nr Talco, TX",33.32233617,-95.09271840,F,NAD83,00045
12242,1392,USGS,07344200,"Wright Patman Lk nr Texarkana, TX",33.30457094,-94.16074530,F,NAD83,00045
12243,1393,USGS,07344484,"Lk Cypress Spgs nr Mount Vernon, TX",33.06611110,-95.15888890,S,NAD83,00045
12244,1394,USGS,07344489,"Lk Bob Sandlin nr Mount Pleasant, TX",33.08012134,-95.00215870,F,NAD83,00045
12245,1395,USGS,07344500,"Big Cypress Ck nr Pittsburg, TX",33.02095787,-94.88215540,F,NAD83,00045
12246,1396,USGS,07345900,"Lk O' the Pines nr Jefferson, TX",32.75513880,-94.49936580,F,NAD83,00045
12247,1397,USGS,07346045,"Black Cypress Bayou at Jefferson, TX",32.77791730,-94.35741530,F,NAD83,00045
12248,1398,USGS,07346070,"Little Cypress Bayou nr Jefferson, TX",32.71291998,-94.34602650,F,NAD83,00045
12249,1399,USGS,07348700,"Bayou Dorcheat near Springhill, LA",32.99458130,-93.39656000,U,NAD83,00045
12250,1400,USGS,07355860,"Board Camp Cr nr Wolf Pen Gap Rec nr Nunley, AR",34.48597220,-94.11786110,S,NAD83,00045
12251,1401,USGS,07358250,"Whittington Cr at Whitt. Pk at Hot Springs, AR",34.51344444,-93.08041670,1,NAD83,00045
12252,1402,USGS,07358253,"Whittington Cr at Tunnel Ent at Hot Springs, AR",34.51716667,-93.05750000,1,NAD83,00045
12253,1403,USGS,07358257,"Hot Sprngs Cr US of T.E. at Glade St at Hot Sp.,AR",34.52361110,-93.05444440,1,NAD83,00045
12254,1404,USGS,07358284,"Hot Springs Cr DS of Grand Ave at Hot Springs, AR",34.50277778,-93.05055560,1,NAD83,00045
12255,1405,USGS,07358550,"Gulpha Creek at Hot Springs, AR",34.50888889,-93.00916670,T,NAD83,00045
12256,1406,USGS,07358570,"Gulpha Cr at Ridgeway St at Hot Springs, AR",34.49400000,-93.00650000,S,NAD83,00045
12257,1407,USGS,07359002,"Ouachita River at Remmel Dam above Jones Mill, AR",34.42611110,-92.89083330,S,NAD83,00045
12258,1408,USGS,07359610,"Caddo River near Caddo Gap, AR",34.38277778,-93.60611110,S,NAD83,00045
12259,1409,USGS,07360200,"Little Missouri River near Langley, AR",34.31166667,-93.89972220,T,NAD83,00045
12260,1410,USGS,07362000,"Ouachita River at Camden, AR",33.59638889,-92.81805560,T,NAD83,00045
12261,1411,USGS,07362579,"South Alum Creek nr Jessieville, AR",34.79555556,-93.00694440,S,NAD83,00045
12262,1412,USGS,07363200,"Saline River near Sheridan, AR",34.11611110,-92.40555560,M,NAD83,00045
12263,1413,USGS,07363400,"Hurricane Creek below Sheridan, AR",34.22861110,-92.37250000,M,NAD83,00045
12264,1414,USGS,07363500,"Saline River near Rye, AR",33.70083330,-92.02583330,S,NAD83,00045
12265,1415,USGS,07364130,"Deep Bayou near Star City, AR",33.96312500,-91.69244720,S,NAD83,00045
12266,1416,USGS,07364133,"Bayou Bartholomew at Garrett Bridge, AR",33.86638889,-91.65611110,T,NAD83,00045
12267,1417,USGS,07367680,"Boeuf River nr Eudora, AR",33.12416667,-91.34777780,T,NAD83,00045
12268,1418,USGS,07369680,"Bayou Macon at Eudora, AR",33.10027778,-91.25444440,S,NAD83,00045
12269,1419,USGS,07372200,"Little River near Rochelle, LA",31.75433630,-92.34458330,U,NAD83,00045
12270,1420,USGS,07375222,"Abita River north of Abita Springs, LA",30.48213676,-90.03896440,U,NAD83,00045
12271,1421,USGS,07375300,"Tangipahoa River near Kentwood, LA",30.93768029,-90.49037280,U,NAD83,00045
12272,1422,USGS,07375430,"Tangipahoa River near Amite, LA",30.72907467,-90.48425869,U,NAD83,00045
12273,1423,USGS,07377150,"Amite River at Grangeville, LA",30.73629484,-90.84176699,S,NAD83,00045
12274,1424,USGS,07377210,"Sandy Creek nr Pride, LA",30.67074060,-90.96010240,S,NAD83,00045
12275,1425,USGS,07377230,"Little Sandy Creek at Peairs Rd SE of Milldale, LA",30.64368560,-91.00746450,U,NAD83,00045
12276,1426,USGS,07377300,"Amite River at Magnolia, LA",30.53491060,-90.98065790,S,NAD83,00045
12277,1427,USGS,07377500,"Comite River near Olive Branch, LA",30.75657180,-91.04399350,S,NAD83,00045
12278,1428,USGS,07377600,"Comite R. at Pt. Hudson-Pride Rd near Milldale, LA",30.70229538,-91.05129910,U,NAD83,00045
12279,1429,USGS,07377750,"Comite River near Zachary, LA",30.64324138,-91.09455000,U,NAD83,00045
12280,1430,USGS,07377754,"Comite River near Baker, LA",30.59629809,-91.09427220,U,NAD83,00045
12281,1431,USGS,07377760,"Comite River at Comite Dr near Baton Rouge, LA",30.55827126,-91.09827220,1,NAD83,00045
12282,1432,USGS,07377780,"White Bayou at State Hwy 64 near Zachary, LA",30.64935240,-91.13149540,S,NAD83,00045
12283,1433,USGS,07377870,"Comite River at Hooper Road near Baton Rouge, LA",30.53074415,-91.09371640,U,NAD83,00045
12284,1434,USGS,07378000,"Comite River near Comite, LA",30.51268900,-91.07371580,S,NAD83,00045
12285,1435,USGS,07378008,"Hurricane Creek at Baton Rouge, LA",30.48213429,-91.12816160,U,NAD83,00045
12286,1436,USGS,07378075,"Beaver Bayou at Denham Road nr Baton Rouge, LA",30.58768705,-91.02482590,U,NAD83,00045
12287,1437,USGS,07378100,"Beaver Bayou at Wax Rd near Baton Rouge, LA",30.54296590,-91.02065900,U,NAD83,00045
12288,1438,USGS,07378500,"Amite River near Denham Springs, LA",30.46407900,-90.99038000,S,NAD83,00045
12289,1439,USGS,07378650,"Jones Cr. at Old Hammond Hwy near Baton Rouge, LA",30.44074630,-91.04454800,U,NAD83,00045
12290,1440,USGS,07378722,"Claycut Bayou at Antioch Rd near Baton Rouge, LA",30.38685874,-91.00732440,U,NAD83,00045
12291,1441,USGS,07378746,"Bayou Manchac at Alligator B. near Kleinpeter, LA",30.32138889,-91.02094440,S,NAD83,00045
12292,1442,USGS,07378810,"Bayou Fountain at Bluebonnet Blvd near  B.R., LA",30.35852615,-91.10816030,U,NAD83,00045
12293,1443,USGS,07379050,"Ward Creek at Essen Lane near Baton Rouge, LA",30.40491390,-91.10343820,U,NAD83,00045
12294,1444,USGS,07379075,Old Ward Crk Div. at Highland Rd. nr Baton Rouge,30.35519288,-91.01510220,U,NAD83,00045
12295,1445,USGS,07379100,"North Branch Ward Creek at Baton Rouge, LA",30.41796914,-91.09149350,U,NAD83,00045
12296,1446,USGS,07379960,"Dawson Cr. at Bluebonnet Blvd near Baton Rouge, LA",30.38241445,-91.09427120,S,NAD83,00045
12297,1447,USGS,07380102,"Welsh Gully at J. Broussard Rd nr Prairieville, LA",30.33686010,-90.96898970,U,NAD83,00045
12298,1448,USGS,07380106,"Muddy Creek at Hwy 42 near Oak Grove, LA",30.32055556,-90.95416670,U,NAD83,00045
12299,1449,USGS,07380120,"Amite River at Port Vincent, LA",30.33269390,-90.85204190,S,NAD83,00045
12300,1450,USGS,07380126,"Henderson Bayou near Port Vincent, LA",30.29741690,-90.88370919,U,NAD83,00045
12301,1451,USGS,07380200,"Amite River near French Settlement, LA",30.27547330,-90.77926160,S,NAD83,00045
12302,1452,USGS,073802220,"Panama Canal at Hwy 44 near Gonzales, LA",30.17075320,-90.91870920,S,NAD83,00045
12303,1453,USGS,073802225,"Bayou Conway near Sorrento, LA",30.17325336,-90.86120760,U,NAD83,00045
12304,1454,USGS,0738022295,"Grand Goudine at Babin Rd Near Duplessis, LA",30.26213980,-90.96343350,F,NAD83,00045
12305,1455,USGS,0738022395,"Black Bayou at Hwy 621 near Prairieville, LA",30.26944444,-90.91694440,M,NAD83,00045
12306,1456,USGS,073802245,"Black Bayou E of Gonzales, LA",30.23741844,-90.87009720,U,NAD83,00045
12307,1457,USGS,073802273,"Bayou Francois at Hwy 61 Near Gonzales, LA",30.22741860,-90.89954250,U,NAD83,00045
12308,1458,USGS,073802282,"New River Canal near Sorrento, LA",30.18936433,-90.78620550,U,NAD83,00045
12309,1459,USGS,07380401,"Bayou Lafourche SW of Donaldsonville, LA",30.09658793,-91.00593320,T,NAD83,00045
12310,1460,USGS,07381460,"Bayou Milhomme near Stephensville, LA",29.78025000,-91.16691670,1,NAD83,00045
12311,1461,USGS,07386600,"Vermilion River (B. Vermilion) near Carencro, LA",30.36825387,-91.98761840,S,NAD83,00045
12312,1462,USGS,07386850,"Vermilion River near Lafayette, LA",30.21936700,-91.95595200,S,NAD83,00045
12313,1463,USGS,08012000,"Bayou Nezpique near Basile, LA",30.48077778,-92.63175000,5,NAD83,00045
12314,1464,USGS,08013500,"Calcasieu River near Oberlin, LA",30.64047570,-92.81403680,S,NAD83,00045
